#---------------------------------
#  r  chir_mag  k  chi
  3.28271888608    1.17450759806    5.35000000000   -0.02702347330
  3.31339850183    1.26541805132    5.40000000000   -0.03183483301
  3.34407811759    1.32820119246    5.45000000000   -0.05147217868
  3.37475773335    1.35818440502    5.50000000000   -0.07398408227
  3.40543734911    1.35249952084    5.55000000000   -0.09099011240
  3.43611696486    1.31070615634    5.60000000000   -0.09761437157
  3.46679658062    1.23524917579    5.65000000000   -0.09111923953
  3.49747619638    1.13172168673    5.70000000000   -0.07658257725
  3.52815581214    1.00900544887    5.75000000000   -0.05718336784
  3.55883542789    0.87944883409    5.80000000000   -0.03483311843
  3.58951504365    0.75915108090    5.85000000000   -0.01244834862
  3.62019465941    0.66755571609    5.90000000000    0.00342463750
  3.65087427517    0.62331344276    5.95000000000    0.00859872257
  3.68155389093    0.63442213780    6.00000000000    0.00300271785
  3.71223350668    0.69295016898    6.05000000000   -0.00570607033
  3.74291312244    0.78446484387    6.10000000000   -0.00994128672
  3.77359273820    0.89938506217    6.15000000000    0.00370184427
  3.80427235396    1.03557819539    6.20000000000    0.04271147605
  3.83495196971    1.19544389348    6.25000000000    0.09778395539
  3.86563158547    1.38172819395    6.30000000000    0.12977443450
  3.89631120123    1.59403371982    6.35000000000    0.13426500371
  3.92699081699    1.82693868625    6.40000000000    0.12344807554
  3.95767043274    2.06982992466    6.45000000000    0.11178974460
  3.98835004850    2.30796776631    6.50000000000    0.09944703176
  4.01902966426    2.52419894041    6.55000000000    0.07561908936
  4.04970928002    2.70091053272    6.60000000000    0.04233208872
  4.08038889578    2.82198232467    6.65000000000    0.00063296703
  4.11106851153    2.87456265557    6.70000000000   -0.04372988730
  4.14174812729    2.85050760654    6.75000000000   -0.08858700721
  4.17242774305    2.74733660447    6.80000000000   -0.12690539854
  4.20310735881    2.56859548496    6.85000000000   -0.15072420062
  4.23378697456    2.32358936888    6.90000000000   -0.15299296191
  4.26446659032    2.02656108968    6.95000000000   -0.13134380905
  4.29514620608    1.69558276014    7.00000000000   -0.09280771140
  4.32582582184    1.35184217870    7.05000000000   -0.04784186624
  4.35650543760    1.02117611556    7.10000000000   -0.00344467666
  4.38718505335    0.74316000903    7.15000000000    0.02627184141
  4.41786466911    0.59327953603    7.20000000000    0.04329493344
  4.44854428487    0.64898833535    7.25000000000    0.04213623540
  4.47922390063    0.85999042978    7.30000000000    0.02696568771
  4.50990351638    1.13853098769    7.35000000000    0.01332548934
  4.54058313214    1.44487329951    7.40000000000    0.00729305990
  4.57126274790    1.76243399385    7.45000000000    0.00554833437
  4.60194236366    2.07948954152    7.50000000000   -0.00536338825
  4.63262197941    2.38350896784    7.55000000000   -0.02122488912
  4.66330159517    2.66031850932    7.60000000000   -0.02279761744
  4.69398121093    2.89502134159    7.65000000000   -0.00035635786
  4.72466082669    3.07346815702    7.70000000000    0.04316737526
  4.75534044245    3.18374657348    7.75000000000    0.08506248967
  4.78602005820    3.21744357067    7.80000000000    0.09916179044
  4.81669967396    3.17056423257    7.85000000000    0.10134039967
  4.84737928972    3.04404854136    7.90000000000    0.09517164949
  4.87805890548    2.84386113978    7.95000000000    0.07743145150
  4.90873852123    2.58066315073    8.00000000000    0.04493272989
  4.93941813699    2.26912650771    8.05000000000    0.00569718843
  4.97009775275    1.92703537047    8.10000000000   -0.02983055533
  5.00077736851    1.57446965210    8.15000000000   -0.05603400516
  5.03145698426    1.23367557872    8.20000000000   -0.07062086265
  5.06213660002    0.93087112877    8.25000000000   -0.07619384967
  5.09281621578    0.70147215787    8.30000000000   -0.07077092139
  5.12349583154    0.59031581078    8.35000000000   -0.05519524883
  5.15417544730    0.61078976297    8.40000000000   -0.04517461599
  5.18485506305    0.71030620213    8.45000000000   -0.04417202291
  5.21553467881    0.83141090798    8.50000000000   -0.03979195321
  5.24621429457    0.94534921943    8.55000000000   -0.03488963122
  5.27689391033    1.04067946377    8.60000000000   -0.03149776231
  5.30757352608    1.11276340015    8.65000000000   -0.02186917761
  5.33825314184    1.15940073353    8.70000000000   -0.00576825390
  5.36893275760    1.17948563436    8.75000000000    0.00814118608
  5.39961237336    1.17289998738    8.80000000000    0.01792772854
  5.43029198912    1.14079497555    8.85000000000    0.02352141263
  5.46097160487    1.08584131132    8.90000000000    0.02545082695
  5.49165122063    1.01226839784    8.95000000000    0.02726318338
  5.52233083639    0.92566050559    9.00000000000    0.03406021939
  5.55301045215    0.83255597300    9.05000000000    0.04276628241
  5.58369006790    0.73991193496    9.10000000000    0.05365021830
  5.61436968366    0.65446025465    9.15000000000    0.06068839815
  5.64504929942    0.58191798390    9.20000000000    0.05048480010
  5.67572891518    0.52602635341    9.25000000000    0.03172239386
  5.70640853093    0.48763905266    9.30000000000    0.01442874900
  5.73708814669    0.46446628114    9.35000000000   -0.00446292816
  5.76776776245    0.45193394392    9.40000000000   -0.02002394530
  5.79844737821    0.44470542101    9.45000000000   -0.02422832016
  5.82912699397    0.43790278263    9.50000000000   -0.01802312026
  5.85980660972    0.42760111113    9.55000000000   -0.00732673575
  5.89048622548    0.41083152915    9.60000000000   -0.00082939578
  5.92116584124    0.38546369908    9.65000000000   -0.00760554238
  5.95184545700    0.35017697037    9.70000000000   -0.02486390943
  5.98252507275    0.30459112344    9.75000000000   -0.04398885874
  6.01320468851    0.24964168216    9.80000000000   -0.04740942362
  6.04388430427    0.18864685188    9.85000000000   -0.03312572599
  6.07456392003    0.13132044365    9.90000000000   -0.02315478882
  6.10524353578    0.10649042982    9.95000000000   -0.02120182439
  6.13592315154    0.14228504755    10.0000000000   -0.01334778527
  6.16660276730    0.20916236168    10.0500000000   -0.00512737594
  6.19728238306    0.28027375850    10.1000000000   -0.00055083385
  6.22796199882    0.34410242080    10.1500000000    0.00484415694
  6.25864161457    0.39374878894    10.2000000000    0.01031656253
  6.28932123033    0.42415744881    10.2500000000    0.01542806452
  6.32000084609    0.43192339537    10.3000000000    0.02018082129
  6.35068046185    0.41598033359    10.3500000000    0.02387157179
  6.38136007760    0.37914524249    10.4000000000    0.02657355335
  6.41203969336    0.33143901231    10.4500000000    0.02911823185
  6.44271930912    0.29624026965    10.5000000000    0.03096329805
  6.47339892488    0.30935399284    10.5500000000    0.02991211323
  6.50407854064    0.38602033761    10.6000000000    0.02289553899
  6.53475815639    0.50539599062    10.6500000000    0.00911477404
  6.56543777215    0.64174556514    10.7000000000   -0.00683784343
  6.59611738791    0.77700819469    10.7500000000   -0.01716505156
  6.62679700367    0.89873667876    10.8000000000   -0.01844096764
  6.65747661942    0.99823593376    10.8500000000   -0.01499109478
  6.68815623518    1.06997089789    10.9000000000   -0.00779071267
  6.71883585094    1.11142277571    10.9500000000    0.00040633140
  6.74951546670    1.12295844308    11.0000000000    0.00457060717
  6.78019508245    1.10754913451    11.0500000000    0.00366075021
  6.81087469821    1.07030402724    11.1000000000   -0.00238771030
  6.84155431397    1.01785091435    11.1500000000   -0.01384609657
  6.87223392973    0.95763290153    11.2000000000   -0.02163665589
  6.90291354549    0.89720782069    11.2500000000   -0.01868226330
  6.93359316124    0.84363530199    11.3000000000   -0.01330878956
  6.96427277700    0.80300536128    11.3500000000   -0.01466762900
  6.99495239276    0.78009510165    11.4000000000   -0.01793851226
  7.02563200852    0.77807017959    11.4500000000   -0.01773266158
  7.05631162427    0.79816487666    11.5000000000   -0.01480737277
  7.08699124003    0.83941390184    11.5500000000   -0.00806154693
  7.11767085579    0.89861589140    11.6000000000    0.00018482333
  7.14835047155    0.97061931322    11.6500000000    0.00785259379
  7.17903008730    1.04884627114    11.7000000000    0.01713000768
  7.20970970306    1.12591024763    11.7500000000    0.02735824734
  7.24038931882    1.19423793867    11.8000000000    0.03494630134
  7.27106893458    1.24666287824    11.8500000000    0.03732274592
  7.30174855034    1.27697582990    11.9000000000    0.03366923722
  7.33242816609    1.28041164826    11.9500000000    0.02195910378
  7.36310778185    1.25404649801    12.0000000000    0.00360352803
  7.39378739761    1.19708204405    12.0500000000   -0.01014530385
  7.42446701337    1.11100644114    12.1000000000   -0.01348856464
  7.45514662912    0.99964765677    12.1500000000   -0.01279843718
  7.48582624488    0.86918070312    12.2000000000   -0.01154421456
  7.51650586064    0.72823794111    12.2500000000   -0.01020949095
  7.54718547640    0.58843359257    12.3000000000   -0.00714307560
  7.57786509216    0.46572567084    12.3500000000   -0.00350749452
  7.60854470791    0.38152227843    12.4000000000   -0.00248442307
  7.63922432367    0.35470165683    12.4500000000   -0.00362050645
  7.66990393943    0.37963591822    12.5000000000   -0.00338720060
  7.70058355519    0.42840471494    12.5500000000   -0.00308155045
  7.73126317094    0.47693754942    12.6000000000   -0.00642049142
  7.76194278670    0.51264007918    12.6500000000   -0.01115235919
  7.79262240246    0.53057096377    12.7000000000   -0.01098406402
  7.82330201822    0.53004852865    12.7500000000   -0.00933210650
  7.85398163397    0.51281566108    12.8000000000   -0.00719362217
  7.88466124973    0.48202255186    12.8500000000   -0.00283995530
  7.91534086549    0.44160138238    12.9000000000    0.00005538823
  7.94602048125    0.39584933618    12.9500000000    0.00130845276
  7.97670009701    0.34910956288    13.0000000000    0.00380733612
  8.00737971276    0.30542990372    13.0500000000    0.00882730216
  8.03805932852    0.26806744822    13.1000000000    0.01282336230
  8.06873894428    0.23883472342    13.1500000000    0.01245431032
  8.09941856004    0.21768362071    13.2000000000    0.01043610012
  8.13009817579    0.20326175395    13.2500000000    0.00820299134
  8.16077779155    0.19465521479    13.3000000000    0.00671423104
  8.19145740731    0.19333683451    13.3500000000    0.00599513350
  8.22213702307    0.20352169172    13.4000000000    0.00300683009
  8.25281663882    0.22952994581    13.4500000000   -0.00102993797
  8.28349625458    0.27210940280    13.5000000000   -0.00270529567
  8.31417587034    0.32787327308    13.5500000000   -0.00298243003
  8.34485548610    0.39136022239    13.6000000000   -0.00183313831
  8.37553510186    0.45675183839    13.6500000000   -0.00035794077
  8.40621471761    0.51862661839    13.7000000000   -0.00253726619
  8.43689433337    0.57228697638    13.7500000000   -0.00492809017
  8.46757394913    0.61397663856    13.8000000000   -0.00370998865
  8.49825356489    0.64106248255    13.8500000000   -0.00251498736
  8.52893318064    0.65218079677    13.9000000000   -0.00344362286
  8.55961279640    0.64734228586    13.9500000000   -0.00524787905
  8.59029241216    0.62799795414    14.0000000000   -0.00553625819
  8.62097202792    0.59706922835    14.0500000000   -0.00646662648
  8.65165164368    0.55892480256    14.1000000000   -0.00728621557
  8.68233125943    0.51921722074    14.1500000000   -0.00500772289
  8.71301087519    0.48435044154    14.2000000000   -0.00247423517
  8.74369049095    0.46023430303    14.2500000000    0.00124953450
  8.77437010671    0.45032172516    14.3000000000    0.00513371806
  8.80504972246    0.45400484802    14.3500000000    0.00624675230
  8.83572933822    0.46690488234    14.4000000000    0.00703999329
  8.86640895398    0.48292705925    14.4500000000    0.00678440009
  8.89708856974    0.49638551287    14.5000000000    0.00380805446
  8.92776818549    0.50314962884    14.5500000000    0.00027002433
  8.95844780125    0.50093193085    14.6000000000   -0.00037196876
  8.98912741701    0.48914291229    14.6500000000    0.00163898262
  9.01980703277    0.46857225504    14.7000000000    0.00362840725
  9.05048664853    0.44099714384    14.7500000000    0.00510781968
  9.08116626428    0.40875667700    14.8000000000    0.00571563921
  9.11184588004    0.37432823492    14.8500000000    0.00375657947
  9.14252549580    0.33996254550    14.9000000000    0.00058016136
  9.17320511156    0.30745510332    14.9500000000   -0.00186286265
  9.20388472731    0.27812370509    15.0000000000   -0.00367893256
  9.23456434307    0.25299448931    15.0500000000   -0.00397993341
  9.26524395883    0.23306987540    15.1000000000   -0.00344422973
  9.29592357459    0.21942309859    15.1500000000   -0.00381088112
  9.32660319034    0.21288134302    15.2000000000   -0.00424574010
  9.35728280610    0.21338850292    15.2500000000   -0.00418483081
  9.38796242186    0.21959879578    15.3000000000   -0.00437656340
  9.41864203762    0.22915851673    15.3500000000   -0.00363667121
  9.44932165338    0.23944688259    15.4000000000   -0.00271736452
  9.48000126913    0.24823920619    15.4500000000   -0.00252084041
  9.51068088489    0.25405065827    15.5000000000   -0.00109805548
  9.54136050065    0.25621056537    15.5500000000    0.00135647367
  9.57204011641    0.25478321661    15.6000000000    0.00296802828
  9.60271973216    0.25042751846    15.6500000000    0.00354314177
  9.63339934792    0.24426437378    15.7000000000    0.00372372907
  9.66407896368    0.23779443945    15.7500000000    0.00331171852
  9.69475857944    0.23285064587    15.8000000000    0.00272119379
  9.72543819519    0.23147384473    15.8500000000    0.00265461213
  9.75611781095    0.23554242929    15.9000000000    0.00238399333
  9.78679742671    0.24613373895    15.9500000000    0.00101573951
  9.81747704247    0.26294435256    16.0000000000   -0.00025784854
  9.84815665823    0.28420301858    16.0500000000   -0.00077532732
  9.87883627398    0.30711008695    16.1000000000   -0.00057161912
  9.90951588974    0.32846689775    16.1500000000    0.00035444802
  9.94019550550    0.34521846152    16.2000000000    0.00142938078
  9.97087512126    0.35484138608    16.2500000000    0.00120081686
